"id","elevation_m","slope_deg","cos_aspect","cti","ndvi"
101,199.6627502,21.05101013,0.930196061,2.303992987,0.13580247
102,203.0322571,16.91876984,0.972362343,1.878425002,0.13580247
103,202.90625,14.13486004,-0.937230444,3.430098057,0.20245399
104,201.1207581,12.09823036,-0.796708183,2.078380108,0.21686747
105,198.7890015,9.88821125,-0.394452807,3.083728075,0.22012579
106,195.9437561,9.5649786,0.260566426,2.452461958,0.25517241
107,191.144989,13.79179001,0.883981147,2.712794065,0.24285714
108,183.1840057,18.11459923,-0.979959788,3.255177021,0.20547945
109,174.1230011,18.88483047,0.70657156,3.434185982,0.24503311
110,165.7802429,16.4709301,0.933420698,3.957921982,0.31288344
111,159.5144958,11.80049992,0.637977406,4.442486763,0.3559322
112,155.8007507,7.346196175,0.865757262,5.137691975,0.37016575
113,153.7350006,3.291862011,-0.927744647,12.20870972,0.35365854
114,158.3962402,14.36254025,0.996694214,4.842642784,0.3943662
115,166.9092407,16.63306046,-0.04316024,4.568013191,0.41353383
116,173.6642456,14.48637009,-0.24272076,4.379316807,0.37878788
117,179.5769958,16.23361969,0.996739442,4.155026913,0.33333333
118,187.8795013,19.31085968,-0.708604577,3.410135984,0.30708661
119,196.7615051,14.56803036,-0.862314023,3.336250067,0.34814815
120,200.002243,5.945516109,0.718525549,4.623600006,0.37579618
121,201.0814972,1.927629948,0.216931129,4.824426174,0.39181287
122,201.5222473,0.710590005,0.267172964,5.057621956,0.36904762
123,201.7465057,2.182535887,0.1009289,4.051218987,0.3375
124,200.95224,6.611857891,0.111793097,3.664026976,0.28104575
125,196.8117523,12.36585045,0.685002491,2.046960115,0.21088435
126,190.3150024,13.07610035,0.988492615,2.938483953,0.17482517
127,185.6719971,10.74205971,-0.434005542,2.248847008,0.18571429
128,181.7032471,9.499048233,0.464152605,2.363245964,0.21481481
129,178.198761,9.51739502,-0.261236341,2.457144022,0.17829457
130,173.9377441,10.69935036,-0.927188572,2.278059006,0.171875
131,168.9909973,11.86355972,-0.665372537,2.824831963,0.15384615
132,163.5130005,13.54430008,-0.729684564,3.379925966,0.15151515
133,156.6677551,14.20353031,0.895714864,3.789077044,0.14705882
134,180.1860046,24.04277992,0.898226357,3.224212885,0.36690647
135,174.2027435,18.2553997,-0.926316268,4.063260078,0.32330827
136,170.0100098,10.54543972,-0.99290353,4.283196926,0.40939597
137,167.458252,2.047828913,-0.999352918,12.02132988,0.42528736
138,168.8037415,8.726783752,-0.796999837,5.918910027,0.32954545
139,171.8204956,16.10857964,-0.921638366,3.680290937,0.22981366
140,178.0785065,20.69236946,0.450194207,2.981198072,0.21290323
141,185.0652466,21.70309067,0.965659954,3.0205369,0.18238994
142,191.2485046,20.00992012,-0.807122287,2.284893036,0.16770186
143,195.2659912,17.60272026,-0.164207189,1.883155942,0.17283951
144,196.1627502,17.05703926,-0.511935641,3.574034929,0.20731707
145,195.0232544,17.14959908,-0.97513849,2.605588913,0.24848485
146,193.8695068,15.2748003,0.499118584,3.288882971,0.24691358
147,192.8309937,11.54191017,0.635566069,2.122159004,0.25316456
148,189.6965027,11.26778984,-0.98708805,2.35135603,0.23684211
149,183.1997528,14.98474979,0.746990865,2.58257699,0.19178082
150,175.6782532,16.90208054,-0.353752639,3.64529109,0.21126761
151,168.3000031,16.68580055,-0.559591354,4.095579147,0.26896552
152,161.5455017,14.59770012,-0.789094387,4.407714844,0.28301887
153,155.6434937,10.56040001,-0.867945734,4.924184799,0.33333333
154,152.2659912,2.586935997,-0.507494545,12.40499973,0.38888889
155,157.6824951,15.18190956,-0.922094354,2.644457102,0.3880597
156,166.2317505,17.1270504,-0.937153485,1.801023006,0.43283582
157,172.8517456,14.83318043,0.969623228,2.010025024,0.35714286
158,178.7017517,15.78159046,0.90819529,4.382106781,0.26865672
159,186.1755066,18.6647892,0.563253199,3.975215912,0.27692308
160,194.8760071,16.02128983,0.979495214,4.077160835,0.34306569
161,199.7637482,8.107729912,-0.894206433,2.530113935,0.33783784
162,201.3540039,3.123106956,-0.999841835,5.193520069,0.38271605
163,202.3540039,2.129827976,0.957329184,3.946990967,0.39759036
164,202.9420013,1.635844946,-0.999917571,4.418588161,0.32919255
165,202.0579987,6.257717133,-0.946036926,2.846801043,0.2516129
166,198.0704956,12.23254013,-0.635252257,2.062382936,0.20833333
167,191.6564941,12.97109032,0.073105399,3.009591103,0.1971831
168,186.6992493,10.60999966,-0.98266902,2.395050049,0.18918919
169,182.5622559,9.944208145,-0.592785003,2.28144598,0.20547945
170,178.505249,10.60025978,-0.998197104,2.494729042,0.21167883
171,173.8047485,12.30179024,-0.641127588,2.055847883,0.22727273
172,168.2659912,14.47735023,0.265137811,2.023020983,0.18181818
173,161.9232483,15.69416046,0.999941762,2.134273052,0.14285714
174,155.3482513,13.75988007,-0.984542249,2.13429904,0.15151515
175,149.5742493,2.080513954,-0.614163478,12.44824982,0.15328467
176,152.6867523,13.74787045,0.734565457,5.06943512,0.17142857
177,161.276001,19.06146049,0.875006942,4.667870045,0.1862069
178,168.9810028,16.07410049,-0.878157758,4.746023178,0.2244898
179,172.6987457,12.91967964,-0.765555165,3.83754611,0.24
180,176.1600037,12.70643044,0.682861209,3.446115017,0.2
181,181.59375,16.00178909,-0.896022754,4.357546806,0.19178082
182,190.5254974,24.79832077,-0.105660401,3.672492027,0.38235294
183,182.8390045,22.72348022,-0.975259725,2.993717909,0.37777778
184,176.0545044,18.86502075,0.744845287,3.031358004,0.35766423
185,170.2687531,12.70141983,0.844002213,3.470195055,0.35135135
186,166.2012482,3.588757992,0.43114128,11.22329998,0.30864198
187,167.2779999,9.078482628,-0.658196739,5.044920921,0.26582278
188,171.4980011,17.0344696,0.302893044,3.663084984,0.27027027
189,178.2167511,20.02062035,0.819249551,2.980914116,0.25974026
190,184.2749939,19.05945015,-0.814994494,2.339724064,0.225
191,187.6894989,17.64245987,-0.65219144,1.677299976,0.22891566
192,187.7100067,18.80418968,-0.319840461,3.83614707,0.25146199
193,185.6524963,20.66082001,-0.932719794,3.02064991,0.26744186
194,184.3872528,20.46722984,-0.156174773,3.559155941,0.25581395
195,186.3244934,17.09713936,-0.269782871,2.57923007,0.25443787
196,186.40625,11.12448978,-0.875971375,2.195610046,0.2195122
197,183.3070068,10.47305965,-0.978591211,2.394423962,0.20261438
198,177.9362488,13.60336971,0.272426004,2.083587885,0.20289855
199,171.1764984,15.56731033,-0.334417086,1.909091949,0.19379845
200,163.9737549,16.01910019,0.841826133,2.534116983,0.20567376
201,156.6322479,13.70866966,0.991903045,3.601095915,0.2611465
202,151.1992493,2.920305014,0.146029464,12.4725399,0.32432432
203,155.4929962,14.20874023,0.47248629,1.946105957,0.33834586
204,162.9524994,17.62031937,-0.72346539,2.410072088,0.35766423
205,169.7254944,16.34907913,0.843973799,4.459393024,0.39189189
206,176.0277405,16.71313095,0.314438562,1.844503999,0.2739726
207,183.1417542,19.04611015,-0.764149628,1.596004963,0.23188406
208,191.544754,18.78282928,0.963251839,2.479454041,0.31914894
209,198.9257507,12.5567503,-0.990886094,4.091520786,0.3381295
210,202.0267487,4.968645096,0.855242698,3.000696898,0.35947712
211,202.9127502,1.276319981,0.573360675,4.348330975,0.34591195
212,203.3617554,2.981966019,0.986400044,3.689785004,0.27272727
213,201.3525085,9.732692719,-0.599156951,2.302200079,0.18666667
214,196.1815033,15.11219978,-0.999913901,2.905637026,0.17730496
215,189.4660034,15.77974987,0.918878241,1.866593957,0.17985612
216,184.1569977,14.87156963,-0.049415264,3.581475973,0.20833333
217,179.3269958,15.41172028,0.244501915,2.703958988,0.22758621
218,174.42276,16.11743927,0.31042516,2.618963957,0.24637681
219,169.8862457,17.19020081,-0.963484271,2.574645042,0.29323308
220,163.92276,18.57506943,0.226199538,2.517369986,0.25984252
221,156.8372498,17.02168083,-0.99631967,2.714293003,0.12592593
222,151.2107544,9.463944435,-0.300432433,3.174496889,0.10447761
223,149.4012451,5.103387833,0.795890143,11.55403042,0.17073171
224,155.1817474,18.41506958,-0.90440554,4.50265789,0.21666667
225,165.0469971,22.21083069,0.274230999,3.679657936,0.19083969
226,174.1782532,17.65472984,0.029652298,2.725497961,0.19148936
227,178.1452484,12.8276701,0.202180606,5.001787186,0.24324324
228,180.276001,12.09486008,-0.853075786,3.524667025,0.24832215
229,184.8442535,15.49456024,0.37754963,2.62729001,0.2244898
230,192.5947571,17.58909988,-0.998740773,3.403659105,0.26174497
231,200.223999,11.84409046,-0.993684395,2.336822987,0.2611465
232,203.0224915,2.581903934,0.489715147,3.665832996,0.25609756
233,202.2992554,4.839623928,-0.900452346,3.055239916,0.25301205
234,199.8014984,7.636126995,-0.983347527,3.466037035,0.22699387
235,196.3122559,9.28045845,0.155749968,2.552850962,0.19496855
236,192.1247559,11.70847034,0.290131208,2.228490114,0.175
237,240.1094971,25.43168068,0.161810789,3.600522041,0.30232558
238,232.0122528,24.88056946,0.477872703,3.459331989,0.35433071
239,205.8092499,21.37911987,-0.978648509,3.476824045,0.36923077
240,198.3739929,21.66990089,0.906314414,2.248035908,0.38235294
241,190.4342499,21.61692047,0.99297187,2.429547071,0.38028169
242,182.7684937,20.53926086,-0.39796669,2.317043066,0.40425532
243,175.3395081,17.98583984,0.596680634,2.398585081,0.33802817
244,168.6455078,12.03499031,-0.097125023,3.759758949,0.33333333
245,164.4162598,3.337197065,0.902649163,11.30599022,0.34117647
246,166.3574982,11.72453976,0.901019402,4.839015007,0.31288344
247,171.2492523,18.0898304,0.878787891,3.116899014,0.27607362
248,176.9215088,19.85951996,-0.815980675,1.561583042,0.20958084
249,179.878006,18.94148064,0.87099246,2.369755983,0.18390805
250,179.2424927,18.0244503,0.379920081,4.075445175,0.23163842
251,176.57724,17.30726051,0.955720378,3.650929928,0.28409091
252,173.6730042,16.92683983,-0.30687422,3.955338955,0.29213483
253,177.0245056,18.2660408,-0.486039481,3.509061098,0.26857143
254,180.3362579,16.22797966,-0.989067813,1.981727958,0.24705882
255,180.3769989,12.61569023,0.043494625,2.330740929,0.25925926
256,176.9640045,12.40740967,0.358403787,2.13342905,0.25675676
257,171.213501,14.34498024,-0.744411871,1.893988967,0.2238806
258,164.1592407,16.23317909,-0.503876101,2.530241966,0.19402985
259,156.1997528,14.96455002,0.674355803,3.276473045,0.25316456
260,150.2302551,4.999791145,-0.981703783,11.90256977,0.3081761
261,152.0077515,11.43717957,0.520016411,5.287430763,0.29078014
262,159.0204926,16.79150963,-0.955043781,4.662665844,0.28
263,165.8024902,16.3052597,0.850651404,2.519201994,0.30379747
264,171.8930054,16.69422913,-0.999642096,2.78767705,0.24503311
265,178.6930084,19.24119949,0.646752868,3.011943102,0.21985816
266,187.0762482,20.85346031,-0.830913927,3.633495092,0.31884058
267,196.0587463,17.16375923,-0.870235833,2.474715948,0.31386861
268,201.588501,8.676021576,-0.815054873,2.42295599,0.30136986
269,202.6277466,3.906245947,-0.19634447,3.396701097,0.27516779
270,201.7692566,8.826962471,0.54760165,2.412704945,0.24832215
271,197.7825012,15.76272011,-0.754379013,2.530164003,0.21052632
272,191.057251,19.44120026,-0.94439009,2.409280062,0.18120805
273,184.3852539,19.57374954,0.623570946,2.996346951,0.17006803
274,178.4544983,19.1694603,0.676267655,2.320365906,0.24324324
275,172.6705017,19.21706009,-0.499720015,3.450145006,0.31081081
276,167.340744,19.14266014,-0.204536658,3.192296028,0.31851852
277,162.4017487,19.27177048,-0.941481132,3.10770607,0.2892562
278,156.695755,18.16279984,0.274983789,3.20490098,0.216
279,150.9392548,11.32511044,-0.983140264,4.450220108,0.14492754
280,148.776001,1.849673986,0.242379,12.72202969,0.13846154
281,152.4627533,14.51307011,-0.991144236,4.923509121,0.2
282,160.0897522,22.36875916,0.390191333,3.325184107,0.22222222
283,170.4137573,23.27914047,-0.929935766,2.885443926,0.17741935
284,179.1677551,17.20542908,0.729416052,2.435672998,0.17557252
285,182.7002563,11.59815025,0.999689431,2.434746981,0.23404255
286,184.333252,11.02303028,-0.935113762,4.936917782,0.26896552
287,188.0212555,14.06309032,0.045019724,2.95067811,0.25333333
288,195.0100098,14.48480034,-0.966254813,2.026973009,0.27388535
289,200.6612549,7.272439957,0.175291613,2.785959005,0.29268293
290,201.744751,4.227414131,-0.891537302,3.184278011,0.28915663
291,200.0697479,7.932549,-0.954047918,2.620203018,0.24096386
292,197.4994965,9.137859344,-0.452512753,3.140857935,0.21212121
293,194.4199982,10.35702991,0.487396066,3.694262028,0.20496894
294,190.3097534,12.78839016,-0.994053205,2.994338036,0.22222222
295,184.4912415,14.33535957,-0.940825988,1.993150949,0.19753086
296,178.3370056,13.61736012,-0.044503406,2.984646082,0.21794872
297,172.67276,13.32501984,0.783047198,3.402864933,0.25827815
298,166.5047455,15.63949966,0.183776348,3.826982975,0.27272727
299,158.5240021,17.17317963,0.196031113,4.007367134,0.27388535
300,151.1470032,11.11958027,-0.882599497,4.543608189,0.27848101
301,148.7695007,1.698075056,0.985544185,12.69981956,0.2804878
302,248.6065063,27.45402908,0.387473679,3.093312979,0.1969697
303,240.6462555,25.82290077,-0.799192283,3.384921074,0.25581395
304,234.7474976,25.42411995,0.238268554,5.053330898,0.35877863
305,230.2902527,25.98505974,-0.612716779,3.598898888,0.41935484
306,226.611496,21.86762047,0.409216424,1.509528041,0.11594203
307,219.2357483,21.57702065,-0.582642571,2.897119999,0.16901408
308,210.7652435,20.09057045,0.961985933,1.670102954,0.31343284
309,203.2022552,18.46327972,-0.045580218,1.928856969,0.34782609
310,195.8850098,18.67822075,0.84529008,1.638216019,0.35616438
311,187.8852539,19.6485405,-0.498910878,1.593811989,0.38356164
312,179.2579956,19.35630035,0.995307955,1.833516955,0.2885906
313,171.1282501,16.19203949,0.101326236,2.754184961,0.29761905
314,164.666748,8.496735573,-0.891028253,3.907385111,0.37297297
315,162.883255,5.503796101,-0.950987225,10.86699009,0.38797814
316,164.5252533,13.52972031,0.332112753,3.88933301,0.32571429
317,167.5272522,18.68144989,-0.829466349,2.365911007,0.25423729
318,170.4282532,19.40970039,0.788672009,3.006767988,0.22543353
319,171.3894958,17.36017036,-0.274302862,4.352135181,0.2247191
320,170.9807434,14.50537014,0.746891199,4.002858162,0.27173913
321,169.8259888,13.06814957,-0.916724998,4.404588223,0.2826087
322,169.2519989,15.7527504,-0.778525343,3.920445919,0.24861878
323,171.2714996,18.49393082,0.983892273,2.553917885,0.23595506
324,172.9020081,17.0430603,-0.449730264,2.496975899,0.23255814
325,171.6487427,14.50804996,-0.688568403,1.881055951,0.22981366
326,167.9874878,13.8063097,-0.974892771,2.832624912,0.20529801
327,162.1649933,15.18587017,-0.469631391,1.87757194,0.19205298
328,154.9502563,13.93760967,0.517994593,2.68579793,0.27710843
329,149.7517395,5.519033909,0.922342586,11.69396019,0.34911243
330,150.0970001,8.036528587,0.079909148,6.383540154,0.25786164
331,156.084259,14.76401043,-0.623599544,4.212145805,0.14285714
332,162.6282501,14.63070011,-0.731724139,3.299671888,0.17283951
333,168.0534973,14.97704029,-0.658010956,3.682300091,0.17647059
334,174.1202545,18.35902023,0.901613459,4.033614159,0.23741007
335,182.5827484,21.26565933,-0.850367171,2.926678896,0.34351145
336,191.6962585,19.60144043,0.842028539,2.318804979,0.39393939
337,198.8087463,12.73110962,-0.861353124,2.048654079,0.32867133
338,200.5292511,9.566677094,0.948550156,2.420844078,0.29166667
339,197.7030029,15.34206963,0.302564816,2.675070047,0.26896552
340,191.5164948,20.33696938,0.182062007,2.448928118,0.26174497
341,184.0630035,21.74633026,0.330411102,2.979310036,0.22875817
342,177.0627441,21.05059052,-0.681384167,2.911480904,0.20779221
343,170.9027405,20.08061028,0.853754047,3.396322966,0.27388535
344,165.4187469,19.19144058,-0.541626392,3.03422904,0.33333333
345,160.2897491,18.21398926,-0.997829881,4.045536995,0.25925926
346,155.3515015,16.63871002,-0.601940916,3.579051971,0.16535433
347,150.7312469,10.87360001,0.191817807,4.198056221,0.16923077
348,148.2565002,1.870676041,0.947930841,12.67411995,0.21212121
349,152.1230011,14.10861969,-0.994989144,4.285942078,0.24786325
350,158.6175079,21.06162071,-0.792783258,3.324202061,0.24528302
351,166.9242554,24.25074005,-0.157007907,3.37042594,0.22222222
352,176.5184937,22.99603081,-0.97974981,2.994187117,0.2
353,183.6342468,17.17783928,0.992499022,2.674806118,0.20610687
354,186.8690033,12.73130989,0.978650046,2.193928003,0.21678322
355,188.4777527,11.51772022,0.981024188,4.425282001,0.23809524
356,191.7307434,11.60793018,0.9938435,3.09264493,0.31612903
357,197.244751,9.157962799,0.961586154,2.488552094,0.38461538
358,200.1585083,4.163940907,-0.842003206,3.172318935,0.375
359,198.8677521,9.327872276,0.978010193,2.510734081,0.32183908
360,196.2102509,11.78814983,0.140976031,3.053226948,0.26315789
361,193.8477478,12.06239986,-0.227599914,2.969192982,0.23076923
362,191.158493,13.11081028,0.070324845,3.694058895,0.24096386
363,186.5737457,14.64043999,-0.217923572,3.873171091,0.24390244
364,181.0325012,14.13127995,-0.224466175,3.500406981,0.20987654
365,176.0715027,12.65907955,-0.993932969,2.269993067,0.2278481
366,171.0862579,12.35830975,0.987689815,2.993026972,0.26923077
367,165.6502533,13.90186977,-0.744018674,3.353758097,0.27741935
368,158.911499,16.91889,-0.919343043,3.626013041,0.25974026
369,150.1929932,11.74149036,-0.425082517,4.281335831,0.2516129
370,148.4667511,1.265022993,0.921667306,12.8713398,0.29936306
371,149.5982513,3.786566019,-0.187090156,4.168229103,0.34161491
372,151.7879944,4.57091713,0.219408065,3.223675966,0.30120482
373,153.5910034,4.489233017,0.98851176,3.289237976,0.23529412
374,154.283493,5.342134953,0.411446121,5.778766155,0.22619048
375,155.448761,6.426863194,0.954084731,5.176373005,0.2278481
376,157.9230042,8.967155457,-0.587595944,4.731173992,0.23489933
377,161.790741,12.24390984,-0.954308253,5.108829021,0.29032258
378,166.8130035,13.85820007,-0.898707205,4.104691029,0.32934132
379,259.0230103,27.91802979,-0.199481443,3.178172112,0.21875
380,251.5217438,26.72628021,0.575301234,3.062542915,0.19379845
381,245.8962402,26.43450928,0.122827372,4.764156818,0.248
382,242.5654907,27.4088192,-0.649646162,3.308952093,0.27102804
383,241.3357544,28.93905067,-0.260074853,3.384793997,0.26
384,242.0462494,29.97249031,0.91862698,3.273260117,0.23809524
385,244.5502472,29.71719933,-0.596316422,2.932982922,0.22222222
386,246.4622498,27.64821053,-0.82455918,2.619573116,0.24770642
387,246.1597443,24.70406914,-0.303946934,2.15745306,0.25
388,243.7070007,21.60625076,0.777023278,1.460572004,0.22222222
389,239.7162476,19.32748032,-0.751650298,2.312716961,0.22033898
390,233.6434937,20.45317078,0.119562365,2.489228964,0.17037037
391,224.0654907,22.92263031,-0.651727169,1.39241302,0.11724138
392,213.353241,21.07938957,0.113753172,2.460879087,0.18881119
393,205.0500031,17.25263023,-0.981481419,3.312370062,0.28985507
394,198.1544952,16.17296982,-0.991434236,3.830722094,0.36170213
395,190.7434998,18.19750023,-0.351456155,3.855408907,0.32
396,181.732254,19.62899971,-0.954897026,4.025253773,0.17073171
397,172.6180115,16.99979973,-0.97195369,4.398017883,0.17582418
398,165.9830017,11.23258018,-0.889080311,4.874073982,0.33678756
399,161.6107483,5.445781231,-0.263539505,6.152162075,0.41414141
400,159.9107513,5.509043217,-0.858475318,10.7947998,0.38947368
401,159.6817474,10.40388966,-0.39756952,3.72361207,0.31764706
402,161.8970032,13.90987015,0.223313476,3.92305398,0.2
403,163.315506,15.41693974,0.687635883,4.497353077,0.1372549
404,163.8890076,15.59442043,0.514004065,4.178943157,0.15662651
405,163.8764954,14.39811993,0.987750379,4.626611233,0.2
406,163.0419922,13.46020985,0.015072979,4.633879185,0.22222222
407,162.2399902,14.56002045,-0.759856386,3.307123899,0.26373626
408,164.8220062,15.47513962,-0.305104375,3.357774019,0.25842697
409,164.8597412,14.26521969,0.895436822,2.685736895,0.23255814
410,163.4140015,12.46982002,-0.999710256,2.360915899,0.21686747
411,159.5762482,12.86168957,0.730967271,3.433578014,0.23809524
412,153.7912445,11.66394043,0.252448888,4.086926937,0.30285714
413,149.7007446,5.289358139,0.885990704,5.075538158,0.38285714
414,149.35849,5.854410172,-0.898095141,11.61942959,0.28654971
415,154.5314941,13.07625961,-0.740967928,1.989953995,0.13414634
416,160.3730011,13.56322002,-0.995920921,4.335030079,0.14634146
417,164.9184875,13.37689972,0.168334293,4.694200993,0.12727273
418,170.1217499,16.8459301,-0.091095414,4.512539864,0.24285714
419,178.3580017,20.51600075,-0.596890148,2.949631929,0.359375
420,187.1940002,19.59251976,0.999999014,2.641037941,0.35820896
421,193.9057465,13.96984959,-0.983893968,2.115998983,0.31914894
422,195.2550049,13.39758015,0.728592405,1.964063048,0.27536232
423,190.8722534,19.11837959,0.912264408,2.389861107,0.27407407
424,183.9889984,21.57574081,-0.240367007,3.038858891,0.26865672
425,176.7867432,21.05079079,0.655761936,2.913297892,0.25
426,170.0962524,19.72509003,0.228731507,3.549577951,0.22077922
427,164.1484985,18.68364906,-0.937414356,3.541028023,0.28
428,158.9024963,17.7654705,0.998493444,4.081926823,0.24444444
429,154.0220032,15.78590965,-0.816760818,3.639410019,0.15555556
430,150.013504,10.20355034,0.109550912,4.835200787,0.12408759
431,147.3837585,2.54510808,-0.202527916,12.44036961,0.19685039
