"x1","x2","lnEM1m","lnEM05m"
307154.460180516,4602396.01350818,3.49282065322738,4.90856532187771
307179.460180516,4602396.01350818,3.69445251921488,4.90594679788723
307204.460180516,4602396.01350818,3.8049044144525,4.87907669876379
307229.460180516,4602396.01350818,3.8557406669055,4.93277143307379
307254.460180516,4602396.01350818,3.79863510404814,4.94136934164327
307279.460180516,4602396.01350818,3.700482708275,4.92542901490416
307304.460180516,4602396.01350818,3.72971631879308,4.93231607571265
307329.460180516,4602396.01350818,3.77170698309392,4.93667537602634
307354.460180516,4602396.01350818,3.67349135658575,4.90884042868193
307379.460180516,4602396.01350818,3.57089046044879,4.88835611683383
307404.460180516,4602396.01350818,3.53472998177995,4.89080335985333
307429.460180516,4602396.01350818,3.52205058330226,4.88193323148413
307454.460180516,4602396.01350818,3.73359025212021,4.84588149791912
307479.460180516,4602396.01350818,3.9455021854884,4.80953358489054
307504.460180516,4602396.01350818,3.91121316397128,4.7857262113909
307529.460180516,4602396.01350818,3.87385266522733,4.78066639965463
307554.460180516,4602396.01350818,3.94149088311294,4.78807359464041
307579.460180516,4602396.01350818,3.93072696759029,4.79352707222347
307604.460180516,4602396.01350818,3.87002415183095,4.77380603132967
307629.460180516,4602396.01350818,3.76134737558684,4.76181848704802
307654.460180516,4602396.01350818,3.7377953377235,4.75635074787569
307679.460180516,4602396.01350818,3.74836566318406,4.75543602525862
307704.460180516,4602396.01350818,3.82369601447939,4.77465390416858
307729.460180516,4602396.01350818,3.84076338540748,4.77689251053715
307754.460180516,4602396.01350818,3.80754117772043,4.76785555356577
307779.460180516,4602396.01350818,3.79983887044445,4.7613237409105
307804.460180516,4602396.01350818,3.80559918326196,4.76228538345051
307829.460180516,4602396.01350818,3.81483668160921,4.76294277277036
307854.460180516,4602396.01350818,3.81805144356919,4.75999600742863
306929.460180516,4602421.01350818,3.57017311426461,4.86370942916176
306954.460180516,4602421.01350818,3.59395474156999,4.89926314551394
306979.460180516,4602421.01350818,3.62389938946884,4.99738260375562
307004.460180516,4602421.01350818,3.60911882343662,4.99621803338752
307029.460180516,4602421.01350818,3.58029638704638,4.99048940335985
307054.460180516,4602421.01350818,3.61511353070065,4.97825902062524
307079.460180516,4602421.01350818,3.64823136108964,4.95340213615872
307104.460180516,4602421.01350818,3.3956175167493,4.9063833580707
307129.460180516,4602421.01350818,3.41987997093805,4.90748246998577
307154.460180516,4602421.01350818,3.656195251923,4.9384171068443
307179.460180516,4602421.01350818,3.73728847991843,4.9354794609581
307204.460180516,4602421.01350818,3.86567977586503,4.94299344144397
307229.460180516,4602421.01350818,3.88866563549061,4.95290577598773
307254.460180516,4602421.01350818,3.72648287223548,4.92561969334005
307279.460180516,4602421.01350818,3.62370168542096,4.91498198066681
307304.460180516,4602421.01350818,3.63591359657151,4.91769129831554
307329.460180516,4602421.01350818,3.6828041982358,4.92175301523606
307354.460180516,4602421.01350818,3.71192155403471,4.92079066065773
307379.460180516,4602421.01350818,3.60915953888919,4.89594692920949
307404.460180516,4602421.01350818,3.55327379572404,4.88942737841866
307429.460180516,4602421.01350818,3.53884740976846,4.88856025209921
307454.460180516,4602421.01350818,3.71627020054718,4.86787669083473
307479.460180516,4602421.01350818,3.94637216585444,4.8405572138835
307504.460180516,4602421.01350818,4.03970620884701,4.83551600842036
307529.460180516,4602421.01350818,4.06236664397983,4.840488208446
307554.460180516,4602421.01350818,3.95588089950073,4.80314095006511
307579.460180516,4602421.01350818,3.964704202595,4.80320793334616
307604.460180516,4602421.01350818,3.88299702778348,4.78112713042041
307629.460180516,4602421.01350818,3.73711415382313,4.74738372073689
307654.460180516,4602421.01350818,3.73674490449587,4.74482521352059
307679.460180516,4602421.01350818,3.78178368924631,4.76286399599801
307704.460180516,4602421.01350818,3.79590487906916,4.76648313509161
307729.460180516,4602421.01350818,3.79629720873158,4.76385015784755
307754.460180516,4602421.01350818,3.809431928709,4.76563284587454
307779.460180516,4602421.01350818,3.81447550737215,4.76609889391449
307804.460180516,4602421.01350818,3.81983530440055,4.76386786085765
307829.460180516,4602421.01350818,3.80903321470791,4.75996969713221
307854.460180516,4602421.01350818,3.76178782885971,4.74779269666564
306854.460180516,4602446.01350818,3.55290641018876,4.7779297899002
306879.460180516,4602446.01350818,3.52638938822634,4.77397108942091
306904.460180516,4602446.01350818,3.52901045903251,4.77451392847163
306929.460180516,4602446.01350818,3.50897732504434,4.83741217294431
306954.460180516,4602446.01350818,3.56750181938453,4.88680494117599
306979.460180516,4602446.01350818,3.6665679920827,4.94671908094403
307004.460180516,4602446.01350818,3.63671234900126,5.002500359237
307029.460180516,4602446.01350818,3.64882799332133,4.99945596995169
307054.460180516,4602446.01350818,3.6944812232858,4.98989618526173
307079.460180516,4602446.01350818,3.70257623798069,4.96331602983595
307104.460180516,4602446.01350818,3.49868600660064,4.92086565523489
307129.460180516,4602446.01350818,3.46061440973033,4.91590840078134
307154.460180516,4602446.01350818,3.62045270598596,4.9481099166985
307179.460180516,4602446.01350818,3.83312426239865,4.97995990968904
307204.460180516,4602446.01350818,3.96597792451497,4.99017346831906
307229.460180516,4602446.01350818,3.98879957752323,4.97789079346365
307254.460180516,4602446.01350818,3.81947972178212,4.95187109659507
307279.460180516,4602446.01350818,3.74198148333476,4.93759545677808
307304.460180516,4602446.01350818,3.71480771311015,4.93210014560786
307329.460180516,4602446.01350818,3.65528639015409,4.91573323058231
307354.460180516,4602446.01350818,3.72004486905905,4.92326629572468
307379.460180516,4602446.01350818,3.68420403727874,4.91358753298738
307404.460180516,4602446.01350818,3.61827484399317,4.90374526794671
307429.460180516,4602446.01350818,3.59752891251683,4.90323415569968
307454.460180516,4602446.01350818,3.6954264772929,4.88632626849132
307479.460180516,4602446.01350818,3.90050952556222,4.85131057838432
307504.460180516,4602446.01350818,4.14403907097799,4.86894982675317
307529.460180516,4602446.01350818,4.10559657621644,4.85312565644329
307554.460180516,4602446.01350818,3.93499002093844,4.79665560965853
307579.460180516,4602446.01350818,4.04307331149097,4.82846645565187
307604.460180516,4602446.01350818,3.99701360551666,4.80960217737409
307629.460180516,4602446.01350818,3.84179037728667,4.75914432244726
307654.460180516,4602446.01350818,3.75557149036817,4.7478022055629
307679.460180516,4602446.01350818,3.78365731508974,4.75804773455345
307704.460180516,4602446.01350818,3.80096635078803,4.762022218835
307729.460180516,4602446.01350818,3.77495971180861,4.75069935956938
307754.460180516,4602446.01350818,3.77353604296739,4.74916978390887
307779.460180516,4602446.01350818,3.76494224980609,4.74638636071989
307804.460180516,4602446.01350818,3.71272762599238,4.73445853893259
307829.460180516,4602446.01350818,3.69502267583098,4.72483695067983
307854.460180516,4602446.01350818,3.6855888830734,4.72245879407312
307879.460180516,4602446.01350818,3.79532118344845,4.77414002480853
306779.460180516,4602471.01350818,3.37202925399026,4.76918158336078
306804.460180516,4602471.01350818,3.48774152477988,4.78649822338613
306829.460180516,4602471.01350818,3.64634525599703,4.80018158548535
306854.460180516,4602471.01350818,3.63208434886475,4.78969466686016
306879.460180516,4602471.01350818,3.57777690003101,4.78582370889574
306904.460180516,4602471.01350818,3.51346613263284,4.77417752028763
306929.460180516,4602471.01350818,3.53074337768889,4.77916511570609
306954.460180516,4602471.01350818,3.58504865978839,4.88278633068242
306979.460180516,4602471.01350818,3.59682977523178,4.93006420693292
307004.460180516,4602471.01350818,3.72790037958427,5.02275798960223
307029.460180516,4602471.01350818,3.73270125110419,5.01463998465215
307054.460180516,4602471.01350818,3.76936524925414,5.01176147869837
307079.460180516,4602471.01350818,3.68693825297434,4.97457122999844
307104.460180516,4602471.01350818,3.52626207346022,4.93079049825679
307129.460180516,4602471.01350818,3.46583085405979,4.92494975453697
307154.460180516,4602471.01350818,3.73755639273747,4.98806288428757
307179.460180516,4602471.01350818,4.02419436261547,5.05357198247926
307204.460180516,4602471.01350818,4.09867606754627,5.06260007570023
307229.460180516,4602471.01350818,4.06386410897619,5.01626376306471
307254.460180516,4602471.01350818,3.988713522531,4.99484828400993
307279.460180516,4602471.01350818,3.89818895781253,4.96976925651083
307304.460180516,4602471.01350818,3.75403376767,4.93989563213884
307329.460180516,4602471.01350818,3.81673051323937,4.94361204884334
307354.460180516,4602471.01350818,3.82884572412713,4.94254564564165
307379.460180516,4602471.01350818,3.74899615336866,4.92686296841291
307404.460180516,4602471.01350818,3.67068580732035,4.91282537737576
307429.460180516,4602471.01350818,3.5291924843651,4.89198034708849
307454.460180516,4602471.01350818,3.46033272832025,4.86615903766376
307479.460180516,4602471.01350818,3.87475234990658,4.87746482255206
307504.460180516,4602471.01350818,4.20217251726489,4.88149876397056
307529.460180516,4602471.01350818,3.99968063230736,4.81294724852988
307554.460180516,4602471.01350818,3.8874325528061,4.77609203727334
307579.460180516,4602471.01350818,4.0216589199971,4.80719577354765
307604.460180516,4602471.01350818,3.89209797423988,4.77212946164725
307629.460180516,4602471.01350818,3.82425985671399,4.74571685707336
307654.460180516,4602471.01350818,3.83566823859872,4.76276577714057
307679.460180516,4602471.01350818,3.8263686181263,4.7620544406794
307704.460180516,4602471.01350818,3.82099486116081,4.75880230674786
307729.460180516,4602471.01350818,3.77122772225479,4.74671211458647
307754.460180516,4602471.01350818,3.7547151232782,4.74184855811302
307779.460180516,4602471.01350818,3.72655902701715,4.73247104086226
307804.460180516,4602471.01350818,3.71647303366097,4.72918434686621
307829.460180516,4602471.01350818,3.85227507927332,4.78512254902395
307854.460180516,4602471.01350818,3.85091106481891,4.78700414666207
307879.460180516,4602471.01350818,3.85042716693551,4.7879300203244
306704.460180516,4602496.01350818,3.57337863687348,4.81843746596137
306729.460180516,4602496.01350818,3.35333191958487,4.7771983792482
306754.460180516,4602496.01350818,3.24809911277501,4.75293026741909
306779.460180516,4602496.01350818,3.25719901322596,4.76366753744856
306804.460180516,4602496.01350818,3.47123326323364,4.8031682885611
306829.460180516,4602496.01350818,3.81823577885105,4.85453685046591
306854.460180516,4602496.01350818,3.71062721167021,4.82499278163024
306879.460180516,4602496.01350818,3.5388538625597,4.7886743403671
306904.460180516,4602496.01350818,3.48382759823492,4.77536927102753
306929.460180516,4602496.01350818,3.47098305597777,4.77092638001068
306954.460180516,4602496.01350818,3.548968732562,4.85911667640909
306979.460180516,4602496.01350818,3.59988486506471,4.91628666604023
307004.460180516,4602496.01350818,3.76887271291725,5.03388548231134
307029.460180516,4602496.01350818,3.81903963424981,5.03692684517027
307054.460180516,4602496.01350818,3.8305822652292,5.03501023321029
307079.460180516,4602496.01350818,3.78940345209166,5.01777304415144
307104.460180516,4602496.01350818,3.72684648348953,4.9908170170802
307129.460180516,4602496.01350818,3.70954776485308,4.98418590778475
307154.460180516,4602496.01350818,3.93601909800318,5.05281586190666
307179.460180516,4602496.01350818,4.29853881296605,5.18963731133411
307204.460180516,4602496.01350818,4.34452508811005,5.18261842701725
307229.460180516,4602496.01350818,4.28395809913353,5.12442684147158
307254.460180516,4602496.01350818,4.17037234339427,5.06445615434883
307279.460180516,4602496.01350818,3.96291465852193,5.00965824568858
307304.460180516,4602496.01350818,3.87086814715889,4.97902568830919
307329.460180516,4602496.01350818,3.84322175966296,4.95226241794376
307354.460180516,4602496.01350818,3.87251055197506,4.94562763546013
307379.460180516,4602496.01350818,3.8083879411449,4.9332925513204
307404.460180516,4602496.01350818,3.71221185833617,4.91574653531978
307429.460180516,4602496.01350818,3.55126302135894,4.88974623902478
307454.460180516,4602496.01350818,3.31536869626018,4.85464799301205
307479.460180516,4602496.01350818,3.68262031869421,4.85475802851307
307504.460180516,4602496.01350818,4.03032968784179,4.83213722668906
307529.460180516,4602496.01350818,3.91036936123215,4.77809238332832
307554.460180516,4602496.01350818,3.7753737147664,4.74363504615665
307579.460180516,4602496.01350818,3.76864057336738,4.74102397012926
307604.460180516,4602496.01350818,3.72545680979008,4.73057808793102
307629.460180516,4602496.01350818,3.85492963954847,4.75870678609007
307654.460180516,4602496.01350818,3.93856043942863,4.78220985842852
307679.460180516,4602496.01350818,3.87054579091726,4.76859367979816
307704.460180516,4602496.01350818,3.81015648647959,4.75306371430128
307729.460180516,4602496.01350818,3.74237162827447,4.73320009475774
307754.460180516,4602496.01350818,3.81228471635153,4.76865179782703
307779.460180516,4602496.01350818,3.81048267251718,4.77133604075672
307804.460180516,4602496.01350818,3.80125790379598,4.77291487746368
307829.460180516,4602496.01350818,3.79790217298504,4.77382338777306
307854.460180516,4602496.01350818,3.78724416732916,4.77167183563806
307879.460180516,4602496.01350818,3.78299838707433,4.77108111995529
306629.460180516,4602521.01350818,4.07715306959033,4.90931680068375
306654.460180516,4602521.01350818,3.98954970107537,4.89848811433195
306679.460180516,4602521.01350818,3.81595188531363,4.86694850055492
306704.460180516,4602521.01350818,3.66035536720778,4.83404901808225
306729.460180516,4602521.01350818,3.38269857695777,4.78290754898821
306754.460180516,4602521.01350818,3.07501436178272,4.73210972414165
306779.460180516,4602521.01350818,3.0987418552829,4.73690322616392
306804.460180516,4602521.01350818,3.35964836217093,4.78456767000871
306829.460180516,4602521.01350818,3.76201356682951,4.85996551631582
306854.460180516,4602521.01350818,3.55373503354235,4.80784582372233
306879.460180516,4602521.01350818,3.36108771621717,4.76519717685854
306904.460180516,4602521.01350818,3.40152162425316,4.76330994595913
306929.460180516,4602521.01350818,3.36745270212756,4.76108524456583
306954.460180516,4602521.01350818,3.4823883871499,4.83348424546428
306979.460180516,4602521.01350818,3.6222191768273,4.9024206719336
307004.460180516,4602521.01350818,3.81014806139167,5.03886873346284
307029.460180516,4602521.01350818,3.86941811367198,5.05040314335841
307054.460180516,4602521.01350818,3.8792125512557,5.05598420090222
307079.460180516,4602521.01350818,3.9200102935541,5.06395481207592
307104.460180516,4602521.01350818,4.03797445881826,5.07881084234375
307129.460180516,4602521.01350818,3.99992013892981,5.04736029085813
307154.460180516,4602521.01350818,4.06278248783172,5.07971986253919
307179.460180516,4602521.01350818,4.43597172922303,5.24497303191865
307204.460180516,4602521.01350818,4.58649595049598,5.28396290944136
307229.460180516,4602521.01350818,4.51041392963278,5.21939830052779
307254.460180516,4602521.01350818,4.4604343746112,5.16787733618807
307279.460180516,4602521.01350818,4.33147030454445,5.13514974774064
307304.460180516,4602521.01350818,4.07241749745971,5.05301612288964
307329.460180516,4602521.01350818,3.76961904404271,4.9501440752543
307354.460180516,4602521.01350818,3.87550541843755,4.94715306825234
307379.460180516,4602521.01350818,3.86005154590222,4.94213382003086
307404.460180516,4602521.01350818,3.81358016685968,4.93132646544981
307429.460180516,4602521.01350818,3.67253290886983,4.90816393031463
307454.460180516,4602521.01350818,3.49279277470776,4.88322575923147
307479.460180516,4602521.01350818,3.52105812889607,4.83748069507413
307504.460180516,4602521.01350818,3.71845864660282,4.77037181406237
307529.460180516,4602521.01350818,3.73313153846266,4.72584721075232
307554.460180516,4602521.01350818,3.71043199884134,4.71255410090337
307579.460180516,4602521.01350818,3.62056346552698,4.6972518657319
307604.460180516,4602521.01350818,3.51835500717263,4.68225420221586
307629.460180516,4602521.01350818,3.62192726108723,4.70428144208511
307654.460180516,4602521.01350818,3.74982340029829,4.73472494790002
307679.460180516,4602521.01350818,3.81154477510852,4.74706101550098
307704.460180516,4602521.01350818,3.82735332369217,4.76535655601482
307729.460180516,4602521.01350818,3.82972402736433,4.77192325400931
307754.460180516,4602521.01350818,3.83364496605252,4.77849399486266
307779.460180516,4602521.01350818,3.79026540905445,4.77237586747069
307804.460180516,4602521.01350818,3.78042407686856,4.77220577264994
307829.460180516,4602521.01350818,3.77139200644975,4.77124461990826
307854.460180516,4602521.01350818,3.76353065772232,4.76990255550286
307879.460180516,4602521.01350818,3.75690172859344,4.7684175176699
307904.460180516,4602521.01350818,3.75142031981169,4.76692234334705
306554.460180516,4602546.01350818,4.21384515701539,4.96025087995087
306579.460180516,4602546.01350818,4.2343160441427,4.95359985408063
306604.460180516,4602546.01350818,4.23572289096151,4.94974200642222
306629.460180516,4602546.01350818,4.16006797320888,4.92018515769086
306654.460180516,4602546.01350818,4.0415684110069,4.90188982658675
306679.460180516,4602546.01350818,3.91322629258979,4.88618899646002
306704.460180516,4602546.01350818,3.76564029964775,4.85711386146287
306729.460180516,4602546.01350818,3.47547997006581,4.79886466981481
306754.460180516,4602546.01350818,3.03549473316487,4.73118068759581
306779.460180516,4602546.01350818,2.98501258368661,4.71264219954276
306804.460180516,4602546.01350818,3.01783701799869,4.71215176356323
306829.460180516,4602546.01350818,3.18728079972822,4.73431496745912
306854.460180516,4602546.01350818,3.24381567036903,4.73709993163357
306879.460180516,4602546.01350818,3.2825580015896,4.74105523810825
306904.460180516,4602546.01350818,3.34408504583132,4.75304146476134
306929.460180516,4602546.01350818,3.35223375596357,4.75713479849699
306954.460180516,4602546.01350818,3.28061176368606,4.74716669606823
306979.460180516,4602546.01350818,3.52009633304173,4.87802960219714
307004.460180516,4602546.01350818,3.72343051077649,4.96006246209102
307029.460180516,4602546.01350818,3.85599096675713,5.05227197755401
307054.460180516,4602546.01350818,3.88535289159385,5.06200377027642
307079.460180516,4602546.01350818,3.93542332284413,5.07455235895636
307104.460180516,4602546.01350818,3.96911734542151,5.06871207837104
307129.460180516,4602546.01350818,3.93312570036706,5.0408243216677
307154.460180516,4602546.01350818,3.93978691272386,5.0506885374368
307179.460180516,4602546.01350818,4.35923659686994,5.20625383668458
307204.460180516,4602546.01350818,4.69532920127443,5.3242186040959
307229.460180516,4602546.01350818,4.59809225413447,5.26419380180386
307254.460180516,4602546.01350818,4.50213764537789,5.20057184458361
307279.460180516,4602546.01350818,4.41933850987248,5.16718607767572
307304.460180516,4602546.01350818,4.18785997346358,5.09685652090091
307329.460180516,4602546.01350818,3.79613521947221,4.96759992513979
307354.460180516,4602546.01350818,3.78959266619759,4.93638321516944
307379.460180516,4602546.01350818,3.90007837886266,4.95331262480729
